x1,x2,x3,y
"-3,818","-20,458","-53,532","31,069"
"66,698",5.9542,"10,647","-20,415"
"-14,809",7.9542,"14,647","-20,527"
"37,023",2.9542,4.6468,"10,672"
"-1,117",3.9542,6.6468,"-24,168"
"39,116","-20,458","-53,532","-30,148"
"-41,983",5.9542,"10,647","44,802"
"-39,099","-10,458","-33,532","-42,997"
"33,456","-70,458","-11,353","30,188"
"39,285","-10,458","-33,532","-4,203"
"-44,063","-20,458","-43,532","48,243"
"-49,659","-11,046","-15,353","-37,197"
"4,161","-50,458","-93,532","-46,907"
"-3,161","-90,458","-13,353","44,729"
"-33,545","-45,805","-35,316","99,757"
"74,171",2.9542,5.6468,"40,566"
"-11,054","-45,805","-35,316","49,068"
"-48,944",2.9542,5.6468,"65,564"
"68,925","95,419",1.6468,"16,623"
"-46,061","-10,458","-23,532","40,231"
271,"-10,458","-33,532","36,283"
"-18,262",4.9542,8.6468,"18,678"
"-22,685",3.9542,6.6468,"-89,785"
"18,915",2.9542,4.6468,"14,719"
"-46,056","-45,805","-13,532","-2,013"
"-91,484","-90,458","-13,353","48,602"
"-23,954","-60,458","-10,353","27,362"
"-13,232","-40,458","-83,532","22,525"
"-38,002",1.9542,2.6468,"-11,492"
"42,441",3.9542,7.6468,"-44,519"
"42,696",3.9542,6.6468,"31,328"
"-27,874","-50,458","-93,532","-15,222"
"-60,981","-40,458","-83,532","-73,279"
"-36,966",3.9542,7.6468,"36,865"
"37,154","-10,458","-23,532","-80,841"
"46,322","-30,458","-63,532","-26,412"
"44,224","-20,458","-53,532","-11,302"
"36,098","95,419","64,684","32,417"
"11,296","-10,046","-14,353","-39,428"
"21,065",7.9542,"13,647","-13,407"
"47,344","-30,458","-73,532","81,454"
"-13,845","-10,458","-23,532","-6,013"
"-21,286",6.9542,"11,647","-21,379"
"-3,346","-90,458","-13,353","22,613"
"-19,121",3.9542,6.6468,"37,577"
"-79,939","-70,458","-11,353","31,413"
"35,383","-80,458","-12,353","4,988"
"-21,975","-40,458","-83,532","41,097"
"34,321","95,419",1.6468,"34,848"
"32,027",5.9542,9.6468,"-41,276"
"27,764",3.9542,7.6468,"48,446"
"12,921","-80,458","-12,353","-44,852"
"-3,291",5.9542,"10,647","41,941"
"-40,988",5.9542,9.6468,"1,119"
"25,675","-11,046","-15,353","-17,886"
"60,685","-40,458","-83,532","30,663"
"1,292",1.9542,2.6468,"-93,396"
"-36,681",4.9542,8.6468,"-29,019"
"1,682",2.9542,4.6468,"-29,773"
"-33,009",3.9542,7.6468,"-47,242"
"44,417","-45,805","-35,316","-28,342"
"19,073",7.9542,"14,647","31,671"
"84,102",7.9542,"14,647","-4,065"
"-38,681",7.9542,"14,647","40,617"
"-31,001","-45,805","-35,316","2,403"
"96,798",7.9542,"14,647","-32,088"
"-13,162","-11,046","-15,353","-20,224"
"99,224","-20,458","-43,532","-42,779"
"-39,158","-50,458","-93,532","43,529"
"-28,349","-45,805","-35,316","-15,526"
"-52,066",5.9542,9.6468,"43,622"
"-27,071",6.9542,"12,647","4,442"
"-14,611","-20,458","-43,532","24,368"
"17,923",2.9542,5.6468,"30,282"
"42,522",7.9542,"14,647","-72,788"
"-38,973",5.9542,9.6468,"-34,155"
"-35,705","-40,458","-83,532","19,846"
"-13,696","-90,458","-13,353","42,517"
"-11,028","-70,458","-11,353","87,687"
"-35,074",4.9542,8.6468,"-4,325"
"24,583","-20,458","-53,532","-3,135"
"32,483",7.9542,"14,647","-67,734"
"-28,144",4.9542,8.6468,"11,105"
"-27,688","-10,458","-33,532","-48,918"
"44,005","-30,458","-63,532","91,077"
"48,684","-45,805","-13,532","-26,092"
"-21,812",3.9542,6.6468,"-49,695"
"-11,049","-80,458","-12,353","-31,734"
"12,868","-20,458","-43,532","-31,681"
"32,311","-30,458","-73,532","-18,025"
"-12,088",6.9542,"11,647","-46,112"
"-93,427",3.9542,7.6468,"-10,358"
"-19,967","95,419",1.6468,"39,869"
"-30,821","-45,805","-35,316","29,199"
"13,021",1.9542,2.6468,"74,221"
"32,628",1.9542,3.6468,"-27,852"
"31,641","-70,458","-11,353","-21,515"
"-22,345","-30,458","-73,532","-40,182"
"-46,665",4.9542,8.6468,"34,374"
"-15,113",3.9542,7.6468,"-14,925"
"34,954",3.9542,7.6468,"20,699"
"-3,619",6.9542,"11,647","22,381"
"-20,143","-45,805","-13,532","36,121"
"34,677",1.9542,2.6468,"-2,675"
"-45,609",1.9542,2.6468,"86,709"
"48,629",1.9542,2.6468,"-49,774"
"15,647","-90,458","-13,353","-20,552"
"-49,734",1.9542,2.6468,"95,866"
"-38,299","-20,458","-53,532","43,601"
"-10,371",4.9542,8.6468,"-34,732"
"10,814","-20,458","-53,532","-48,441"
"-18,936",7.9542,"14,647","48,947"
"12,305",4.9542,8.6468,"-24,356"
"17,188","-30,458","-73,532","-33,307"
"-26,195",2.9542,4.6468,"-1,494"
"14,245",3.9542,7.6468,"-13,351"
"-25,804","-30,458","-63,532","83,209"
"2,904",2.9542,4.6468,"-33,233"
"47,877","-45,805","-35,316","18,971"
"-1,197","95,419","64,684","36,041"
"46,228",7.9542,"13,647","-37,307"
"25,683","-20,458","-43,532","35,373"
"-30,493",6.9542,"11,647","-44,858"
"-29,906","-11,046","-15,353","20,355"
"-67,774","-11,046","-15,353","-47,435"
"1,796","95,419","64,684","22,988"
"46,542",5.9542,"10,647","41,789"
"-37,198",4.9542,8.6468,"-44,443"
"63,316",1.9542,2.6468,"-23,576"
"-39,013",5.9542,9.6468,"-38,886"
"95,137","-11,046","-15,353","-45,967"
"-21,781","-10,458","-33,532","27,115"
"23,891",6.9542,"11,647","34,774"
"35,497","-40,458","-83,532","-33,223"
"-31,478","-30,458","-63,532","87,254"
"-43,843","-80,458","-12,353","-49,766"
"28,874",7.9542,"14,647","35,408"
"28,305","-30,458","-63,532","28,761"
"-17,346",4.9542,8.6468,"-48,339"
"-47,947",7.9542,"14,647","-45,255"
"-26,761","-50,458","-93,532","44,809"
"-42,351","95,419","64,684","-16,137"
"-19,355","-20,458","-43,532","17,913"
"38,534",4.9542,8.6468,"47,485"
"-31,804",2.9542,4.6468,"-10,836"
"48,326",3.9542,6.6468,"-46,905"
"-29,389",7.9542,"14,647","-82,629"
"-34,872","-50,458","-93,532","33,578"
"-27,967","-30,458","-63,532","23,695"
"2,499","-40,458","-83,532",426
"-48,467","-45,805","-13,532","-28,541"
"-36,031",1.9542,3.6468,"-26,607"
"-46,393",5.9542,"10,647","64,034"
"23,655","-30,458","-73,532","-18,088"
"-33,652",5.9542,"10,647","36,545"
"40,312","-10,458","-23,532","4,197"
"12,831","-45,805","-35,316","-10,196"
"-17,598",5.9542,"10,647","-27,402"
"60,069",5.9542,"10,647","43,879"
"-22,526","-90,458","-13,353","-20,619"
"14,655",5.9542,"10,647","-13,149"
"-15,819","-10,458","-33,532","57,025"
"-19,803",6.9542,"12,647","-24,834"
"-47,958","95,419","64,684","50,159"
"18,929",6.9542,"11,647","-29,445"
"43,472","-40,458","-83,532","10,522"
"-23,047",3.9542,7.6468,"-3,693"
"41,852","-11,046","-15,353","14,908"
"-39,818","-70,458","-11,353","-32,194"
"75,612",3.9542,6.6468,"12,466"
"21,892","-40,458","-83,532","-98,437"
"-73,902",3.9542,6.6468,"1,983"
"-1,593","-60,458","-10,353","-21,769"
"-39,817","-90,458","-13,353","-23,872"
"-42,014","-10,046","-14,353","-1,066"
"-52,912",3.9542,7.6468,"32,422"
"44,262","95,419",1.6468,"48,243"
"46,305",1.9542,3.6468,"14,416"
"43,107","95,419",1.6468,"4,617"
"16,968","-40,458","-83,532","-19,029"
"-48,723",2.9542,5.6468,"20,506"
"10,374","-10,458","-33,532","97,088"
"37,555",3.9542,7.6468,"-40,284"
"-49,144","-10,458","-33,532","27,854"
"5,761","-10,458","-33,532","-21,102"
"3,542","-11,046","-15,353","11,964"
"29,393",7.9542,"14,647","-30,276"
"-18,607",2.9542,4.6468,"98,496"
"46,517","-10,046","-14,353","-46,139"
"9,365","-11,046","-15,353","18,305"
"30,909","95,419",1.6468,"-45,994"
"34,311",7.9542,"14,647","-25,606"
"64,893","-11,046","-15,353","48,454"
"33,138",7.9542,"14,647","1,887"
"-43,434",1.9542,2.6468,"-26,046"
"-24,485",7.9542,"13,647","44,569"
"-2,746",7.9542,"13,647","48,769"
"2,135","-11,046","-15,353","-39,202"
"10,736","-80,458","-12,353","13,422"
"57,326",3.9542,6.6468,"13,389"
"-28,929",6.9542,"11,647","-20,631"
"-3,186",3.9542,6.6468,"-76,122"
"25,424","-30,458","-63,532","-34,521"
"21,423","-10,458","-23,532","25,035"
"-40,778","-40,458","-83,532","15,344"
"-23,529","-90,458","-13,353","33,669"
"15,461",5.9542,"10,647","-48,676"
"27,121","95,419","64,684","1,991"
"-26,015","-45,805","-13,532","2,938"
"-11,605","-20,458","-53,532","-97,137"
"12,288",5.9542,"10,647","98,715"
"-11,856",7.9542,"14,647","-41,975"
"19,761","-50,458","-93,532","53,825"
"80,776","-70,458","-11,353","-35,898"
"40,857","-11,046","-15,353","21,714"
"42,411","-70,458","-11,353","-4,864"
"11,958","-30,458","-63,532","15,589"
"39,838","-60,458","-10,353","-4,907"
"14,329","-70,458","-11,353","24,206"
"28,767","95,419",1.6468,"49,727"
"-38,234","-10,046","-14,353","19,698"
"-95,129","-40,458","-83,532","16,913"
"41,644",7.9542,"14,647","-1,698"
"18,426",1.9542,3.6468,"29,199"
"15,669",4.9542,8.6468,"4,467"
"13,768","-45,805","-13,532","-33,714"
"45,322","-10,458","-33,532","-97,856"
"17,644",1.9542,2.6468,"-13,108"
"-31,044","-10,458","-23,532","-39,007"
"2,285","-45,805","-35,316","15,297"
"46,437","-90,458","-13,353","-15,096"
"36,706","-80,458","-12,353","-14,663"
324,7.9542,"13,647","-91,254"
"-35,024",7.9542,"13,647","39,124"
"-16,413","95,419",1.6468,"30,125"
"-30,125",2.9542,4.6468,"11,241"
"42,294",1.9542,3.6468,"-45,885"
"39,333",5.9542,"10,647","-1,209"
"17,753","95,419",1.6468,"-15,037"
"-32,399",7.9542,"14,647","-81,633"
"27,526","-30,458","-63,532",-416
"15,891","-30,458","-73,532","39,618"
"18,409","-45,805","-35,316","-46,092"
"46,184","-20,458","-43,532","-35,859"
"-24,796","-30,458","-63,532","78,774"
"98,112","-70,458","-11,353","34,737"
"21,056",3.9542,6.6468,"30,232"
"55,959",6.9542,"11,647","-44,396"
"-28,488","-80,458","-12,353","99,756"
"30,962",6.9542,"12,647","-24,644"
"-39,997","-10,046","-14,353","-17,483"
"1,887",1.9542,3.6468,"-46,557"
"11,053","-20,458","-53,532","22,247"
"26,696","-10,458","-33,532","-28,218"
"12,166","-90,458","-13,353","4,224"
"38,998",3.9542,7.6468,"33,013"
"-46,583",2.9542,5.6468,"30,362"
"-27,552",3.9542,6.6468,"29,225"
"34,434","-45,805","-13,532","30,623"
"-26,165","95,419",1.6468,"58,825"
"44,625","-60,458","-10,353","12,749"
"-4,271",3.9542,7.6468,"-14,513"
"-41,738","-40,458","-83,532","-44,282"
"-66,983","-10,046","-14,353","-32,276"
"-29,432","-45,805","-35,316","17,912"
"-14,888",2.9542,4.6468,"18,819"
"19,691","-40,458","-83,532","57,633"
"-90,715",3.9542,7.6468,"-26,488"
"13,153",3.9542,6.6468,"-42,592"
"93,696","-40,458","-83,532","-12,515"
"46,409","-10,458","-33,532","-14,442"
"-24,801",5.9542,9.6468,"-34,868"
"-37,747","-50,458","-93,532","-37,596"
"39,604","-10,046","-14,353","46,841"
"15,838","95,419","64,684","26,884"
"-41,652",6.9542,"11,647","-30,543"
"-38,416",1.9542,3.6468,"-35,923"
"19,545","-60,458","-10,353","14,052"
"-14,105",2.9542,4.6468,"20,735"
"29,099","-10,458","-23,532","18,985"
"-38,386","-10,458","-33,532","3,759"
"-68,721","-40,458","-83,532","35,721"
"-35,067",6.9542,"12,647","-37,101"
"-1,019","-60,458","-10,353","31,249"
"-3,632","-20,458","-53,532","45,491"
"32,527",2.9542,5.6468,"18,272"
"-25,374","95,419","64,684","23,575"
"46,449",1.9542,2.6468,"14,392"
"-24,817","-10,046","-14,353","37,776"
"-3,511",6.9542,"12,647","-1,218"
"70,979","-10,046","-14,353","-72,865"
"3,961","-45,805","-13,532","18,472"
"19,652",1.9542,3.6468,"47,246"
"38,588",6.9542,"11,647","86,571"
"34,268","-30,458","-63,532","25,291"
"14,038","-45,805","-35,316","45,661"
"86,682",5.9542,"10,647","-32,188"
"-13,547",6.9542,"11,647","3,638"
"-25,255","-40,458","-83,532","-27,831"
"-41,072",2.9542,5.6468,"-82,026"
"11,983",5.9542,"10,647","-49,918"
"43,721","-50,458","-93,532","37,394"
"-44,944","-10,458","-33,532","-2,561"
"-13,033",4.9542,8.6468,"-28,126"
"-33,053","95,419","64,684","36,823"
"84,069",5.9542,"10,647","1,916"
"-43,288","-60,458","-10,353","-30,987"
"58,435","-50,458","-93,532","-45,261"
"-32,803","-30,458","-73,532","37,074"
"-45,001",3.9542,7.6468,"22,322"
"-29,243",4.9542,8.6468,"2,129"
"16,849","-70,458","-11,353","41,716"
"-14,543","95,419","64,684","-4,827"
"13,279",5.9542,9.6468,"-42,587"
"-14,968",7.9542,"14,647","38,798"
"9,328",3.9542,7.6468,"18,562"
"33,255","-45,805","-35,316","26,105"
"-44,875","-11,046","-15,353","1,762"
"41,677",7.9542,"13,647","19,452"
"-23,853","-30,458","-63,532","12,143"
"66,556","-30,458","-63,532","36,839"
"2,749","-10,458","-33,532","-22,335"
"13,257","-30,458","-73,532","36,378"
"-18,298","-40,458","-83,532","29,272"
"41,783","-60,458","-10,353","-19,239"
"19,843",7.9542,"14,647","-49,353"
"12,673","-11,046","-15,353","39,322"
"-44,881","-45,805","-35,316","21,091"
"-26,268","-10,458","-33,532","-48,878"
"-21,725","-10,046","-14,353","32,629"
"-30,879","-60,458","-10,353","-11,607"
"-36,779",2.9542,5.6468,"23,565"
"2,921",7.9542,"14,647","15,353"
"-62,681",3.9542,7.6468,"30,205"
"-41,783",7.9542,"13,647","-84,772"
"31,523",4.9542,8.6468,"-27,112"
"42,925","-70,458","-11,353","-15,169"
"68,494",2.9542,5.6468,"-39,272"
"-32,299",2.9542,5.6468,"24,483"
"60,578",1.9542,2.6468,"33,483"
"-39,354","-20,458","-43,532","30,751"
"19,559","-11,046","-15,353","40,947"
"-39,876",4.9542,8.6468,"-35,173"
"-34,971","-80,458","-12,353","-22,331"
"35,846","-20,458","-53,532","48,224"
"49,166","-80,458","-12,353","-25,475"
"40,095","-45,805","-35,316","37,586"
"20,089","-50,458","-93,532","-24,036"
"-44,044","95,419","64,684","16,307"
"26,826","-20,458","-43,532","31,413"
"-11,872","-70,458","-11,353","-44,019"
"49,315","-10,458","-23,532","22,399"
"10,798",4.9542,8.6468,"-10,445"
"24,034","-10,458","-23,532","-23,413"
"-34,942",5.9542,"10,647","-97,798"
"-1,023","-70,458","-11,353","-17,478"
"38,228","-10,458","-23,532","-45,816"
"-41,554","-10,046","-14,353","15,931"
"21,813","-10,458","-23,532","35,289"
"-2,122","-70,458","-11,353","-37,224"
"27,592","-90,458","-13,353","18,168"
"-37,829",3.9542,7.6468,"33,042"
"36,312",4.9542,8.6468,"-35,742"
"-29,551","-90,458","-13,353","-15,882"
"45,161","-60,458","-10,353","32,298"
"37,214",7.9542,"13,647","15,603"
"-5,892","-60,458","-10,353","17,226"
"15,773","-40,458","-83,532","35,082"
"-38,748","-11,046","-15,353","20,634"
"31,739",4.9542,8.6468,"-16,588"
"14,527","-10,458","-33,532","-27,258"
"-13,476","-45,805","-35,316","-34,713"
"26,517",4.9542,8.6468,"7,123"
"11,783","-10,458","-23,532","-48,535"
"-37,355",6.9542,"12,647","90,409"
"-26,905",4.9542,8.6468,"-13,211"
-266,4.9542,8.6468,"27,899"
"-42,309","95,419","64,684","-39,352"
"-27,854","-60,458","-10,353","21,377"
"-18,316","-45,805","-35,316","1,096"
"31,856",3.9542,6.6468,"44,295"
"18,766",7.9542,"14,647","-41,209"
"46,715","-10,046","-14,353","-43,715"
"-43,934","95,419","64,684","49,729"
"19,262","-80,458","-12,353","-45,053"
"-18,992","95,419",1.6468,"-43,716"
"-31,682","-11,046","-15,353","38,961"
"47,108","95,419","64,684","22,023"
"26,578","95,419",1.6468,"-26,963"
"-49,857",5.9542,9.6468,"46,433"
"-32,021","95,419",1.6468,"49,342"
"10,358","-60,458","-10,353","8,911"
"-6,947","-60,458","-10,353","1,931"
"-42,625","-20,458","-53,532","37,332"
"-49,223","-80,458","-12,353","44,967"
"39,361","-11,046","-15,353","31,593"
"-25,906",6.9542,"11,647","25,903"
"-44,857","-20,458","-53,532","20,217"
"2,545",6.9542,"12,647","-24,807"
"-83,368",7.9542,"13,647","-43,182"
"16,267",4.9542,8.6468,"12,926"
"33,698","-10,458","-23,532","38,972"
"24,299","-70,458","-11,353","-45,933"
"-40,072",5.9542,"10,647","38,292"
"-32,626","-20,458","-53,532","36,515"
"-14,874",1.9542,2.6468,"-39,627"
"1,971",6.9542,"12,647","24,669"
"-2,693",1.9542,2.6468,"-33,793"
"17,248",4.9542,8.6468,"-21,758"
"-12,059","95,419","64,684","42,015"
"-79,048",7.9542,"14,647","45,922"
"22,206",7.9542,"13,647","62,404"
"47,735","-30,458","-63,532","-21,298"
"39,708","-20,458","-53,532","43,055"
"61,068",6.9542,"12,647","-28,172"
"13,862",7.9542,"13,647","-18,932"
"-2,613","-80,458","-12,353","-20,986"
"41,924",3.9542,6.6468,"3,347"
"19,856",3.9542,7.6468,"-15,085"
"-29,676","-11,046","-15,353","15,995"
"-20,749","95,419",1.6468,"2,941"
"48,661",6.9542,"11,647","-48,186"
"-17,679","-45,805","-13,532","14,489"
"-37,685","-10,458","-33,532","28,329"
"34,134",6.9542,"12,647","10,358"
"-41,072",2.9542,4.6468,"-40,506"
"36,758","-10,458","-33,532","-22,711"
"-42,649","-50,458","-93,532","-13,824"
"-46,145","-40,458","-83,532","23,882"
"38,142","-60,458","-10,353","-21,803"
"-16,955","-20,458","-53,532","-37,771"
"38,622","-70,458","-11,353","-12,399"
"-40,409","95,419",1.6468,"29,696"
"-50,081",1.9542,2.6468,"-39,764"
"-26,738",7.9542,"14,647","48,142"
"1,383","-70,458","-11,353","38,684"
"-36,931","-45,805","-13,532","30,653"
"33,212",4.9542,8.6468,"-17,716"
"-10,549","-90,458","-13,353","45,244"
"-48,178",7.9542,"13,647","-19,166"
"-11,135","-80,458","-12,353","-40,517"
"17,527","-30,458","-63,532","-47,209"
"-24,877",4.9542,8.6468,"28,325"
"-12,685","95,419",1.6468,"44,328"
"28,314",3.9542,6.6468,"16,241"
"-17,748","-70,458","-11,353","38,849"
"28,634","95,419",1.6468,"42,375"
"-16,382",2.9542,4.6468,"-45,118"
"-3,472",6.9542,"12,647","12,565"
"15,178","-40,458","-83,532","23,132"
"18,177","-45,805","-13,532","24,659"
"96,724",6.9542,"11,647","26,688"
"18,777",6.9542,"12,647","-13,249"
"18,807","-90,458","-13,353","95,841"
"42,974",3.9542,7.6468,"99,456"
"2,608","-50,458","-93,532","16,197"
"-38,982",4.9542,8.6468,"22,004"
"26,137","-45,805","-13,532","-35,944"
"24,402",5.9542,9.6468,"-39,481"
"-36,484",7.9542,"13,647","27,221"
"11,981","-30,458","-73,532","44,951"
"-22,104",6.9542,"12,647","-57,579"
"49,286","-10,458","-33,532","4,823"
"-43,397","-50,458","-93,532","-26,089"
"34,933","-10,046","-14,353","-29,334"
"67,206",3.9542,6.6468,"18,959"
"-25,218","-90,458","-13,353","31,379"
"29,664","-90,458","-13,353","39,187"
"4,762",5.9542,9.6468,"-70,651"
"48,207",7.9542,"14,647","18,287"
"13,004","-45,805","-13,532","41,733"
"-79,121",6.9542,"12,647","84,354"
"20,333","95,419","64,684","-16,305"
"23,562",4.9542,8.6468,"-41,781"
"-30,652","-60,458","-10,353","-29,902"
"47,282","-70,458","-11,353","-36,126"
"31,449",6.9542,"12,647","37,032"
"-49,589",6.9542,"12,647","-13,684"
"-36,407",5.9542,9.6468,"39,661"
"-41,769","-50,458","-93,532","34,179"
"32,132",3.9542,7.6468,"-41,014"
"-45,371","-10,458","-33,532","42,208"
"-30,891","-20,458","-43,532","-17,686"
"15,967",5.9542,"10,647","12,064"
"-13,109","-10,458","-23,532","22,897"
"-1,827","-90,458","-13,353","38,303"
"39,433",1.9542,3.6468,"-43,187"
"-3,092","-40,458","-83,532","42,855"
"37,232","-90,458","-13,353","-29,978"
"36,792","-90,458","-13,353","10,729"
"-1,953","-11,046","-15,353","21,691"
"-16,727","95,419",1.6468,"42,257"
"-18,648","-60,458","-10,353","28,176"
"31,591",4.9542,8.6468,"39,058"
"40,132",4.9542,8.6468,"24,831"
"46,566",3.9542,6.6468,"-41,797"
"-48,133","-80,458","-12,353","-10,068"
"3,723",1.9542,2.6468,"23,847"
"47,178",1.9542,2.6468,"45,953"
"-49,453","-10,458","-23,532","21,779"
"-42,409",6.9542,"11,647","-34,896"
"-36,574",4.9542,8.6468,"-76,435"
"-29,108",3.9542,6.6468,-378
"-94,587","-10,458","-33,532","-27,783"
"-31,897",2.9542,5.6468,"-3,214"
"-30,023",4.9542,8.6468,"-39,634"
"-11,855",6.9542,"11,647","-19,481"
"-17,995",6.9542,"11,647","-36,422"
"-2,645",1.9542,3.6468,"16,365"
"-18,398","-20,458","-53,532","-20,971"
"-16,403",3.9542,6.6468,"32,305"
"47,043",1.9542,2.6468,"-27,934"
"-79,899",2.9542,4.6468,"33,912"
"-68,471","95,419","64,684","33,331"
"70,612",1.9542,2.6468,"-58,938"
"-28,926",5.9542,9.6468,"-3,942"
"-28,932",7.9542,"14,647","-67,954"
"-47,293","-30,458","-63,532","-32,342"
"19,552",2.9542,5.6468,"-19,512"
"25,825","-30,458","-73,532","-16,009"
"30,133",7.9542,"13,647","4,717"
"14,083",2.9542,4.6468,"39,203"
"-80,845",7.9542,"13,647","-37,062"
"30,086",6.9542,"12,647","-49,117"
"-35,432","-11,046","-15,353","45,319"
"33,548",4.9542,8.6468,"-22,672"
"-78,775","-30,458","-73,532","-26,452"
"-14,003","-11,046","-15,353","-28,897"
"-40,033","-10,458","-23,532","-30,532"
"-41,108",5.9542,"10,647","17,789"
"-34,145",2.9542,4.6468,"-14,329"
"3,008","-30,458","-73,532","21,999"
"-43,088","-20,458","-43,532","-14,071"
"-41,598",2.9542,4.6468,"-82,551"
"40,377","-60,458","-10,353","21,227"
"40,022","95,419",1.6468,"-36,382"
493,"-40,458","-83,532","41,988"
"-16,464","-60,458","-10,353","36,441"
"-12,696","-90,458","-13,353","12,875"
"42,624",7.9542,"14,647","-33,212"
"28,671","-10,458","-23,532","12,443"
"-3,681","-45,805","-13,532","-30,081"
"-3,925","-80,458","-12,353","-12,363"
"2,166",3.9542,7.6468,"-16,143"
"49,567",6.9542,"11,647","11,429"
"32,463","-45,805","-35,316","-3,853"
"-27,178","95,419","64,684","48,267"
"48,594",5.9542,9.6468,"-3,959"
"31,902",6.9542,"12,647","-45,006"
"-35,217","-20,458","-53,532","-44,206"
"27,315",2.9542,4.6468,"-47,694"
"-18,952","-45,805","-35,316","89,912"
"-38,672","-10,046","-14,353","-11,877"
"-21,655",2.9542,4.6468,"35,225"
"30,259",5.9542,"10,647","34,949"
"20,782","-10,458","-23,532","-36,916"
"-22,776",5.9542,9.6468,"-30,922"
"-36,964",6.9542,"12,647","-44,908"
"30,874",7.9542,"13,647","-1,762"
"-27,323","-10,458","-33,532","-28,936"
"41,778","-60,458","-10,353","-42,385"
"-34,446","-70,458","-11,353","42,977"
"-13,788","-80,458","-12,353","-49,462"
"-26,642","-40,458","-83,532","-43,894"
"24,515","-40,458","-83,532","-14,196"
"25,476","-10,458","-23,532","31,346"
"-24,206",6.9542,"11,647","-11,873"
"-19,239",3.9542,7.6468,"29,525"
"-33,699","-30,458","-73,532","-24,163"
"18,564","-90,458","-13,353","17,014"
"-57,238",5.9542,"10,647","44,908"
"97,379","95,419",1.6468,"1,691"
"31,494",5.9542,9.6468,"-15,453"
"-47,045","95,419",1.6468,"35,863"
"-25,361","-10,458","-33,532","-36,715"
"42,823","-50,458","-93,532","18,865"
"2,707",1.9542,3.6468,"33,854"
"-31,484","-30,458","-63,532","-55,909"
"85,108",7.9542,"13,647","-47,221"
"-81,551","95,419","64,684","-11,735"
